Language1,Language2,Dot_Product
Hausa,Porteguese,0.016120253038953005
Hausa,Russian,0.045239368400933
Hausa,Spanish,0.14743805934846868
Hausa,Swedish,0.0002555085607264872
Hausa,Telugu,0.0
Hausa,Thai,0.0
Hausa,Urdu,5.924369896575345e-05
Hausa,Vietnamese,0.03172111270668026
Hausa,Xhosa,0.17282093547878566
Hausa,Zulu,0.20076457969274603
Hindi,Hindi,1.0000000000000098
Hindi,Hungarian,0.009764160342904915
Hindi,Indonesian,0.07254437268437142
Hindi,Kazakh,0.038366465194932635
Hindi,Malyalam,0.1221370358682099
Hindi,Maori,0.01776846972755052
Hindi,Marathi,0.5553416543840343
Hindi,Polish,0.011563870111921159
Hindi,Porteguese,0.0044164809623742475
Hindi,Russian,0.01803191516736259
Hindi,Spanish,0.02426928668549298
Hindi,Swedish,0.04202404582286614
Hindi,Telugu,0.0
Hindi,Thai,0.0
Hindi,Urdu,0.03208640005507016
Hindi,Vietnamese,0.005523606745463119
Hindi,Xhosa,0.03205625211831057
Hindi,Zulu,0.047762826161254074
Hungarian,Hungarian,0.9999999999999779
Hungarian,Indonesian,0.015706027987321146
Hungarian,Kazakh,0.0012117159724171064
Hungarian,Malyalam,0.0023041762407180854
Hungarian,Maori,0.021713277544945238
Hungarian,Marathi,0.004180858924545178
Hungarian,Polish,0.059613398589620795
Hungarian,Porteguese,0.13714526100307176
Hungarian,Russian,0.02142039360633229
Hungarian,Spanish,0.03459072101606669
Hungarian,Swedish,0.009392199191804385
Hungarian,Telugu,0.0
Hungarian,Thai,4.987063660292924e-06
Hungarian,Urdu,5.679045532719102e-06
Hungarian,Vietnamese,0.004100975401378287
Hungarian,Xhosa,0.06174785065399121
Hungarian,Zulu,0.022483102556462076
Indonesian,Indonesian,0.9999999999999943
Indonesian,Kazakh,0.031001990382290467
Indonesian,Malyalam,0.13011486623911725
Indonesian,Maori,0.27034429436464424
Indonesian,Marathi,0.052284803719236154
Indonesian,Polish,0.06801879872504749
Indonesian,Porteguese,0.01089809839169106
Indonesian,Russian,0.04523554463309035
Indonesian,Spanish,0.11338846463442057
Indonesian,Swedish,0.0002880411900690015
Indonesian,Telugu,2.0282382752280835e-05
Indonesian,Thai,0.0
Indonesian,Urdu,2.255867841004342e-05
Indonesian,Vietnamese,0.007603766789805694
Indonesian,Xhosa,0.11494330251078722
Indonesian,Zulu,0.1468272756841565
Kazakh,Kazakh,1.0000000000000067
Kazakh,Malyalam,0.0008682653263528861
Kazakh,Maori,0.006152022338418425
Kazakh,Marathi,0.012106563624015675
Kazakh,Polish,0.00020937770621268722
Kazakh,Porteguese,0.0007689573235273601
Kazakh,Russian,0.006761459153053902
Kazakh,Spanish,0.04405606308320849
Kazakh,Swedish,0.013303424517353673
Kazakh,Telugu,0.0
Kazakh,Thai,0.0
Kazakh,Urdu,0.001347331742957945
Kazakh,Vietnamese,4.972815084495696e-06
Kazakh,Xhosa,0.0002635599620112465
Kazakh,Zulu,0.014632159354182737
Malyalam,Malyalam,0.9999999999999919
Malyalam,Maori,0.1523005368877499
Malyalam,Marathi,0.15588533302961305
Malyalam,Polish,0.0341239048774175
Malyalam,Porteguese,0.003738167376440731
Malyalam,Russian,0.027511949948305598
Malyalam,Spanish,0.06212039539740024
Malyalam,Swedish,0.02350214628779519
Malyalam,Telugu,0.0
Malyalam,Thai,0.0
Malyalam,Urdu,0.028901505711999606
Malyalam,Vietnamese,0.0018671846286054086
Malyalam,Xhosa,0.0843853197170397
Malyalam,Zulu,0.10631150392615095
Maori,Maori,1.0000000000000024
Maori,Marathi,0.006920647237489496
Maori,Polish,0.04962429613982842
Maori,Porteguese,0.007688867597462163
Maori,Russian,0.06045119893276623
Maori,Spanish,0.0762259818751411
Maori,Swedish,9.468625427163764e-08
Maori,Telugu,0.0
Maori,Thai,0.0
Maori,Urdu,1.1105912006955214e-05
Maori,Vietnamese,0.0027962862966143644
Maori,Xhosa,0.09083883934087895
Maori,Zulu,0.1272444491264583
Marathi,Marathi,1.000000000000013
Marathi,Polish,0.004951228772767602
Marathi,Porteguese,0.0029949289396815474
Marathi,Russian,0.007468539846223035
Marathi,Spanish,0.014020265103360227
Marathi,Swedish,0.03932836000933449
Marathi,Telugu,2.8069746980548693e-05
Marathi,Thai,0.0
Marathi,Urdu,0.028640144324986568
Marathi,Vietnamese,0.0026061951001085737
Marathi,Xhosa,0.01346443241157004
Marathi,Zulu,0.03405165434375656
Polish,Polish,1.0000000000000195
Polish,Porteguese,0.019056083061182113
Polish,Russian,0.07849824550924818
Polish,Spanish,0.045587486251436875
Polish,Swedish,0.006805724150157377
Polish,Telugu,0.0
Polish,Thai,0.0
Polish,Urdu,7.274311764462155e-05
Polish,Vietnamese,0.01045061411039231
Polish,Xhosa,0.07468004781461325
Polish,Zulu,0.04520788412513451
Porteguese,Porteguese,1.0000000000000102
Porteguese,Russian,0.018398051443720656
Porteguese,Spanish,0.13042863763143245
Porteguese,Swedish,0.011725021497004056
Porteguese,Telugu,9.123633151117358e-05
Porteguese,Thai,1.988101857795275e-06
Porteguese,Urdu,1.4451594427242901e-05
Porteguese,Vietnamese,0.004591900370973344
Porteguese,Xhosa,0.043904785806881653
Porteguese,Zulu,0.024468148293332898
Russian,Russian,0.9999999999999859
Russian,Spanish,0.08706123010015154
Russian,Swedish,0.0009516050934848238
Russian,Telugu,1.56426619970956e-05
Russian,Thai,0.004457482035750268
Russian,Urdu,0.0003028006574214614
Russian,Vietnamese,0.00101777198180007
Russian,Xhosa,0.02006178130381504
Russian,Zulu,0.05724051120976148
Spanish,Spanish,0.9999999999999956
Spanish,Swedish,0.004576419436836145
Spanish,Telugu,0.0002961878666558931
Spanish,Thai,0.0
Spanish,Urdu,3.292190906493394e-05
Spanish,Vietnamese,0.011837301687733344
Spanish,Xhosa,0.054846930005544615
Spanish,Zulu,0.12650168049142865
Swedish,Swedish,0.9999999999999989
Swedish,Telugu,0.0
Swedish,Thai,0.0
Swedish,Urdu,0.23849909189953183
Swedish,Vietnamese,0.0003341262410673982
Swedish,Xhosa,0.0018136519919316764
Swedish,Zulu,0.0013495725840893108
Telugu,Telugu,1.0
Telugu,Thai,0.0
Telugu,Urdu,0.0
Telugu,Vietnamese,0.00011531504295462714
Telugu,Xhosa,0.0
Telugu,Zulu,0.0
Thai,Thai,1.0000000000000002
Thai,Urdu,0.0
Thai,Vietnamese,0.0
Thai,Xhosa,0.0
Thai,Zulu,0.00021574881924424496
Urdu,Urdu,0.9999999999999994
Urdu,Vietnamese,2.6677762693774396e-07
Urdu,Xhosa,1.353822232853578e-05
Urdu,Zulu,3.210951322591874e-05
Vietnamese,Vietnamese,0.9999999999999986
Vietnamese,Xhosa,0.02972952628804757
Vietnamese,Zulu,0.045269295362991874
Xhosa,Xhosa,1.0000000000000049
Xhosa,Zulu,0.40565344309608004
Zulu,Zulu,1.0000000000000033
